"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"113","Adam Pelech","NYI","D","5","95.633333333333","0","2","1","1","2","66.67","4","0.00","0.09","14","8","1","0","0","0","4","2","2","0","0","1","5","3","17","13","9","0","0","-"
"121","Erik Gustafsson","NYR","D","16","252.56666666667","0","2","1","1","2","28.57","11","0.00","0.4","40","23","4","0","0","2","6","3","3","0","0","3","13","3","30","24","16","0","0","-"
"131","Anthony Duclair","T.B","L","5","59.433333333333","0","2","2","0","2","100.00","4","0.00","0.79","11","9","6","5","0","1","0","0","0","0","0","1","1","0","6","11","5","0","1","0.00"
"148","Valeri Nichushkin","COL","R","8","126.06666666667","2","0","0","0","2","28.57","13","15.38","1.67","29","23","20","5","1","1","2","1","1","0","0","2","0","0","18","11","7","0","0","-"
"151","Alex Wennberg","NYR","C","16","211.73333333333","1","1","0","1","2","50.00","11","9.09","1.43","25","17","18","9","2","2","4","2","2","0","0","4","4","3","11","31","24","52","68","43.33"
"162","Nikolaj Ehlers","WPG","L","5","64.566666666667","0","2","1","1","2","100.00","11","0.00","0.86","26","18","9","4","1","2","0","0","0","0","0","1","2","3","11","8","2","0","0","-"
"165","Tony DeAngelo","CAR","D","9","140.95","0","2","0","2","2","33.33","15","0.00","0.47","31","23","4","0","0","4","6","3","3","0","0","0","3","0","8","14","7","0","0","-"
"173","Brayden Point","T.B","C","5","71.85","1","1","0","1","2","50.00","9","11.11","1.02","19","14","14","7","0","5","2","1","1","0","0","2","4","5","9","5","4","13","16","44.83"
"174","Michael Amadio","VGK","R","4","45.083333333333","1","1","1","0","2","100.00","4","25.00","0.64","9","6","5","3","1","2","0","0","0","0","0","0","0","1","2","6","1","8","5","61.54"
"183","Noah Hanifin","VGK","D","7","134.4","2","0","0","0","2","66.67","10","20.00","0.45","31","19","11","3","0","0","0","0","0","0","0","0","3","4","6","14","7","0","0","-"
"198","Parker Wotherspoon","BOS","D","10","142.88333333333","0","2","1","1","2","66.67","7","0.00","0.16","16","9","3","0","0","1","4","2","2","0","0","2","6","1","16","30","17","0","0","-"
"203","Anthony Beauvillier","NSH","L","6","67.75","1","1","1","0","2","100.00","9","11.11","0.63","15","11","8","4","2","2","2","1","1","0","0","1","0","1","12","3","0","1","0","100.00"
"213","Alexandre Carrier","NSH","D","6","102.78333333333","1","1","0","1","2","100.00","8","12.50","0.47","14","12","4","1","0","0","0","0","0","0","0","2","1","2","3","23","13","0","0","-"
"215","Niko Mikkola","FLA","D","22","347.93333333333","1","1","0","1","2","14.29","16","6.25","0.55","32","21","7","1","1","2","8","4","4","0","0","0","14","4","49","72","23","0","0","-"
"216","Vladislav Gavrikov","L.A","D","5","82.783333333333","0","2","1","1","2","66.67","1","0.00","0.41","12","6","5","1","0","0","2","1","1","0","0","0","1","1","11","9","2","0","0","-"
"217","Mason Appleton","WPG","C","5","64.1","0","2","2","0","2","66.67","7","0.00","0.52","9","8","4","2","1","1","6","3","3","0","0","1","0","1","9","12","2","1","0","100.00"
"227","Ryan Lindgren","NYR","D","16","256.56666666667","0","2","2","0","2","25.00","8","0.00","0.31","32","15","9","1","0","1","6","3","3","0","0","0","5","5","18","43","15","0","0","-"
"231","Brett Howden","VGK","C","7","85.633333333333","1","1","0","1","2","100.00","7","14.29","1.04","21","16","14","5","0","0","0","0","0","0","0","0","0","1","22","8","5","4","8","33.33"
"241","Filip Hronek","VAN","D","13","223.76666666667","1","1","0","1","2","25.00","10","10.00","0.55","35","21","11","1","0","4","6","3","3","0","0","0","2","4","21","35","12","0","0","-"
"245","Brandon Hagel","T.B","L","5","75.3","1","1","0","1","2","100.00","5","20.00","0.55","13","7","7","2","1","0","2","1","1","0","0","3","4","4","10","19","3","1","2","33.33"
"248","Justin Brazeau","BOS","R","9","93.116666666667","1","1","0","1","2","66.67","10","10.00","1.68","19","15","13","9","1","3","12","2","1","0","1","0","5","2","31","9","4","0","1","0.00"
"279","K'Andre Miller","NYR","D","16","290.56666666667","0","2","2","0","2","18.18","12","0.00","0.69","48","28","12","1","0","4","8","4","4","0","0","5","7","6","28","17","19","0","0","-"
"301","Nils Hoglander","VAN","L","11","105.31666666667","1","1","0","1","2","66.67","8","12.50","1.49","13","12","8","7","0","2","2","1","1","0","0","3","2","4","13","21","1","0","0","-"
"302","Kaapo Kakko","NYR","R","15","171.9","1","1","1","0","2","66.67","18","5.56","1.77","41","27","13","5","2","1","0","0","0","0","0","3","2","3","20","16","2","4","3","57.14"
"307","Philip Broberg","EDM","D","8","109","2","0","0","0","2","40.00","5","40.00","0.1","16","6","3","0","0","1","0","0","0","0","0","0","4","1","2","26","13","0","0","-"
"313","Joel Kiviranta","COL","L","8","86.266666666667","1","1","1","0","2","66.67","7","14.29","0.96","21","12","11","4","2","3","4","2","2","0","0","2","0","1","23","14","3","2","4","33.33"
"314","Aliaksei Protas","WSH","C","4","51.533333333333","0","2","1","1","2","100.00","8","0.00","0.55","13","10","5","2","1","1","0","0","0","0","0","0","1","2","4","5","3","0","0","-"
"319","Braden Schneider","NYR","D","16","260.46666666667","0","2","2","0","2","33.33","15","0.00","0.6","51","25","10","0","0","5","16","4","3","0","1","0","14","1","29","61","30","0","0","-"
"321","Seth Jarvis","CAR","C","11","160.05","1","1","1","0","2","66.67","14","7.14","1.26","28","21","16","5","0","3","0","0","0","0","0","1","5","3","25","26","7","2","5","28.57"
"329","Alex Laferriere","L.A","R","5","63.1","1","1","1","0","2","50.00","9","11.11","0.99","24","17","11","6","0","4","0","0","0","0","0","0","0","0","22","11","2","0","1","0.00"
"330","Will Cuylle","NYR","L","16","178.78333333333","1","1","0","1","2","40.00","18","5.56","1.76","34","25","17","9","1","3","8","4","4","0","0","4","1","0","46","27","5","1","0","100.00"
"10","T.J. Oshie","WSH","R","4","51.1","0","1","1","0","1","50.00","2","0.00","0.1","4","3","2","0","0","0","4","2","2","0","0","1","3","2","10","8","1","0","1","0.00"
"12","Ryan Reaves","TOR","R","5","39.35","0","1","0","1","1","100.00","2","0.00","0.37","6","3","5","2","1","1","2","1","1","0","0","0","0","0","26","5","0","0","0","-"
"23","Robert Bortuzzo","NYI","D","5","60.733333333333","0","1","1","0","1","100.00","0","-","0.04","4","2","2","0","0","0","14","3","2","0","1","0","0","1","6","4","11","0","0","-"
"32","Tyler Myers","VAN","D","12","192.31666666667","0","1","0","1","1","12.50","6","0.00","0.68","29","15","9","1","0","4","6","3","3","0","0","2","4","2","33","17","24","0","0","-"
"33","John Carlson","WSH","D","4","74.583333333333","1","0","0","0","1","25.00","12","8.33","0.78","22","14","7","3","0","3","2","1","1","0","0","0","0","0","2","10","3","0","0","-"
"34","Roman Josi","NSH","D","6","115.3","0","1","1","0","1","20.00","8","0.00","0.45","26","15","5","1","0","2","2","1","1","0","0","0","4","0","3","12","10","0","0","-"
"40","Ryan O'Reilly","NSH","C","6","95.266666666667","0","1","1","0","1","25.00","7","0.00","0.52","9","8","5","4","0","1","0","0","0","0","0","1","2","3","1","9","7","43","51","45.74"
"41","John Tavares","TOR","C","7","98.933333333333","0","1","1","0","1","33.33","11","0.00","0.67","21","15","12","5","1","0","0","0","0","0","0","2","4","6","28","12","4","62","50","55.36"
"59","Chris Tanev","DAL","D","19","374.36666666667","0","1","0","1","1","7.69","13","0.00","0.57","41","30","8","0","3","3","6","3","3","0","0","0","9","7","27","89","53","0","0","-"
"74","Sam Carrick","EDM","C","10","85.916666666667","0","1","1","0","1","50.00","4","0.00","0.34","10","10","2","1","0","1","12","2","1","0","1","1","4","0","30","22","2","49","38","56.32"
"77","Dylan DeMelo","WPG","D","5","93.766666666667","0","1","1","0","1","33.33","5","0.00","0.07","12","5","2","0","0","3","2","1","1","0","0","0","1","2","17","23","2","0","0","-"
"80","Nick Cousins","FLA","C","11","94","0","1","1","0","1","33.33","8","0.00","0.54","22","13","10","4","2","2","20","2","0","0","2","1","1","5","17","23","7","0","2","0.00"
"83","Joel Edmundson","TOR","D","7","110.28333333333","0","1","0","1","1","33.33","7","0.00","0.42","28","13","6","1","0","0","4","2","2","0","0","2","5","1","18","24","8","0","0","-"
"84","William Karlsson","VGK","C","7","86.883333333333","0","1","0","1","1","50.00","7","0.00","0.28","21","10","7","1","2","2","0","0","0","0","0","0","3","2","8","8","4","19","13","59.38"
"91","Phillip Danault","L.A","C","5","69.233333333333","0","1","0","1","1","33.33","7","0.00","0.72","10","9","5","4","0","1","2","1","1","0","0","1","0","1","6","7","4","31","34","47.69"
"92","Vladislav Namestnikov","WPG","C","4","32.833333333333","1","0","0","0","1","50.00","3","33.33","0.78","5","5","5","3","0","0","2","1","1","0","0","0","0","0","7","4","2","3","5","37.50"
"93","Colin Miller","WPG","D","1","13.9","0","1","0","1","1","100.00","3","0.00","0.06","8","5","1","0","0","0","0","0","0","0","0","1","1","0","4","4","1","0","0","-"
"102","Mark Jankowski","NSH","C","6","51.483333333333","0","1","0","1","1","100.00","4","0.00","0.23","7","5","4","1","0","1","2","1","1","0","0","2","1","0","7","11","2","17","11","60.71"
"104","Tom Wilson","WSH","R","4","48.2","0","1","1","0","1","50.00","4","0.00","0.62","10","7","5","2","0","3","14","3","2","0","1","1","1","1","11","8","5","0","0","-"
"109","Radek Faksa","DAL","C","8","89.216666666667","1","0","0","0","1","100.00","8","12.50","0.62","18","14","8","2","0","1","2","1","1","0","0","1","2","2","26","14","5","20","22","47.62"
"116","Colton Sissons","NSH","C","6","73.15","1","0","0","0","1","33.33","8","12.50","1.32","11","9","8","5","0","1","6","3","3","0","0","1","4","3","16","9","6","28","34","45.16"
"117","Teddy Blueger","VAN","C","13","137.65","0","1","1","0","1","33.33","4","0.00","0.73","19","12","9","3","0","2","6","3","3","0","0","1","0","1","18","16","7","36","26","58.06"
"118","Jake McCabe","TOR","D","7","118.1","1","0","0","0","1","25.00","3","33.33","0.2","10","6","1","1","0","1","4","2","2","0","0","0","6","6","19","26","10","0","1","0.00"
"124","Nate Schmidt","WPG","D","3","39.733333333333","1","0","0","0","1","50.00","4","25.00","0.17","12","8","2","0","0","0","0","0","0","0","0","0","0","1","4","4","6","0","0","-"
"125","Tyler Motte","T.B","C","5","38.05","1","0","0","0","1","100.00","1","100.00","0.22","7","4","2","0","0","1","2","1","1","0","0","0","0","2","9","8","2","1","1","50.00"
"134","Nicholas Paul","T.B","L","5","64.85","1","0","0","0","1","100.00","9","11.11","0.72","11","10","6","3","2","0","6","3","3","0","0","1","2","2","15","11","4","36","28","56.25"
"138","William Carrier","VGK","L","7","74.366666666667","1","0","0","0","1","33.33","9","11.11","0.67","19","14","7","3","0","4","6","3","3","0","0","1","1","2","32","9","2","0","1","0.00"
"143","Jonathan Drouin","COL","L","3","63.333333333333","0","1","1","0","1","33.33","4","0.00","0.59","15","8","8","1","0","0","2","1","1","0","0","0","3","1","6","2","1","6","7","46.15"
"150","Josh Morrissey","WPG","D","5","96.783333333333","1","0","0","0","1","20.00","7","14.29","0.2","17","10","6","0","0","0","2","1","1","0","0","2","2","2","4","9","8","0","0","-"
"163","Kevin Fiala","L.A","L","5","73","1","0","0","0","1","33.33","14","7.14","0.82","29","17","13","4","1","1","2","1","1","0","0","0","2","2","10","5","2","0","0","-"
"169","Andreas Englund","L.A","D","5","62.166666666667","0","1","0","1","1","50.00","0","-","0.03","4","2","2","1","0","0","9","3","2","1","0","1","2","0","25","9","5","0","0","-"
"178","Danton Heinen","BOS","L","8","90.5","0","1","1","0","1","33.33","9","0.00","0.88","17","11","8","4","0","1","0","0","0","0","0","0","5","1","10","21","2","1","2","33.33"
"181","Pierre Engvall","NYI","L","5","75.616666666667","1","0","0","0","1","50.00","9","11.11","0.95","14","13","8","6","2","3","0","0","0","0","0","1","5","1","4","3","1","3","4","42.86"
"188","Erik Cernak","T.B","D","5","83.6","0","1","0","1","1","33.33","2","0.00","0.07","11","3","3","0","0","1","2","1","1","0","0","1","3","1","18","16","6","0","0","-"
"193","Dylan Strome","WSH","C","4","54.716666666667","0","1","0","1","1","50.00","6","0.00","1.3","12","10","9","6","0","1","0","0","0","0","0","0","4","1","4","7","2","22","28","44.00"
"207","Yakov Trenin","COL","C","10","86.516666666667","1","0","0","0","1","33.33","8","12.50","0.94","23","11","10","5","0","2","2","1","1","0","0","1","1","3","28","16","2","29","35","45.31"
"208","Anthony Cirelli","T.B","C","5","69.433333333333","0","1","1","0","1","100.00","4","0.00","0.92","12","8","8","6","2","4","0","0","0","0","0","1","3","1","19","20","6","14","24","36.84"
"211","Derek Ryan","EDM","C","17","122.3","0","1","1","0","1","50.00","10","0.00","1.12","19","14","11","6","0","1","6","3","3","0","0","1","6","4","28","18","6","27","40","40.30"
"212","Kevin Stenlund","FLA","C","22","191.21666666667","0","1","1","0","1","50.00","11","0.00","0.89","30","16","10","4","1","1","6","3","3","0","0","5","3","4","41","40","7","84","72","53.85"
"219","Matt Roy","L.A","D","5","82.05","0","1","0","1","1","25.00","5","0.00","0.33","16","9","4","1","0","0","2","1","1","0","0","0","1","0","15","8","9","0","0","-"
"220","Jalen Chatfield","CAR","D","11","206.61666666667","0","1","0","1","1","16.67","12","0.00","0.41","41","23","9","1","1","5","0","0","0","0","0","1","4","5","11","34","13","0","0","-"
"236","Logan Stanley","WPG","D","3","29.9","0","1","0","1","1","50.00","2","0.00","0.06","5","3","2","0","1","0","6","3","3","0","0","1","1","0","16","9","3","0","0","-"
"239","Pierre-Luc Dubois","L.A","C","5","66.516666666667","1","0","0","0","1","33.33","3","33.33","0.5","10","7","4","1","0","0","20","6","5","0","1","4","3","1","23","12","1","29","33","46.77"
"242","Brandon Duhaime","COL","R","11","82.1","1","0","0","0","1","50.00","6","16.67","1.22","15","12","10","6","0","2","8","4","4","0","0","4","2","0","38","18","6","0","0","-"
"246","Vincent Desharnais","EDM","D","16","222.71666666667","0","1","0","1","1","20.00","6","0.00","0.19","23","11","3","0","0","3","22","3","1","0","2","3","8","5","33","43","25","0","0","-"
"249","Tanner Jeannot","T.B","L","4","34.8","0","1","1","0","1","100.00","3","0.00","0.38","7","5","3","2","1","0","2","1","1","0","0","2","0","0","17","8","1","0","0","-"
"250","Trevor Moore","L.A","L","5","70.683333333333","1","0","0","0","1","33.33","13","7.69","1.24","24","19","8","7","0","2","4","2","2","0","0","0","0","3","10","13","3","1","0","100.00"
"255","Jesper Boqvist","BOS","C","8","76.483333333333","0","1","1","0","1","50.00","4","0.00","0.4","8","6","3","2","1","0","0","0","0","0","0","0","2","1","26","14","4","8","7","53.33"
"262","Timothy Liljegren","TOR","D","6","95.5","0","1","1","0","1","50.00","0","-","0.03","6","1","2","0","1","1","2","1","1","0","0","0","3","1","11","29","5","0","0","-"
"266","Alex Iafallo","WPG","L","5","41.516666666667","0","1","1","0","1","50.00","1","0.00","0.02","4","3","1","0","0","0","0","0","0","0","0","0","0","1","6","3","6","0","0","-"
"267","David Kampf","TOR","C","7","77.833333333333","1","0","0","0","1","50.00","10","10.00","0.42","16","11","6","2","1","1","0","0","0","0","0","0","2","1","12","16","0","28","19","59.57"
"268","Neal Pionk","WPG","D","5","87.783333333333","0","1","0","1","1","20.00","4","0.00","0.31","14","8","4","2","0","2","2","1","1","0","0","0","1","1","15","16","12","0","0","-"
"280","Alexander Alexeyev","WSH","D","4","64.233333333333","0","1","1","0","1","100.00","2","0.00","0.1","12","4","2","1","0","5","4","2","2","0","0","1","1","1","5","9","5","0","0","-"
"281","Jesperi Kotkaniemi","CAR","C","11","120.1","0","1","0","1","1","25.00","15","0.00","1.42","31","25","15","5","0","3","4","2","2","0","0","5","2","2","11","20","8","24","19","55.81"
"284","Ty Dellandrea","DAL","C","6","57.733333333333","1","0","0","0","1","50.00","7","14.29","0.33","10","7","5","2","0","0","2","1","1","0","0","0","0","0","10","8","2","6","8","42.86"
"287","Nils Lundkvist","DAL","D","12","52.183333333333","0","1","1","0","1","33.33","4","0.00","0.14","13","7","4","0","3","2","2","1","1","0","0","1","0","0","6","15","3","0","0","-"
"290","Connor Dewar","TOR","C","6","60.816666666667","0","1","1","0","1","100.00","5","0.00","0.25","9","7","4","1","1","1","0","0","0","0","0","1","3","3","14","10","2","0","2","0.00"
"292","Alexander Romanov","NYI","D","5","102.95","0","1","0","1","1","25.00","6","0.00","0.27","22","14","6","0","1","1","0","0","0","0","0","2","3","2","7","22","12","0","0","-"
"294","David Gustafsson","WPG","C","4","28.366666666667","1","0","0","0","1","50.00","4","25.00","0.42","6","5","3","2","0","1","2","1","1","0","0","1","1","0","6","14","3","8","8","50.00"
"299","Kyle MacLean","NYI","C","5","58.583333333333","1","0","0","0","1","100.00","6","16.67","0.86","12","9","4","3","0","2","5","1","0","1","0","2","2","2","7","2","5","17","22","43.59"
"300","Blake Lizotte","L.A","C","5","41.7","1","0","0","0","1","100.00","3","33.33","0.43","10","8","6","2","2","2","2","1","1","0","0","1","2","0","10","10","3","11","7","61.11"
"303","John Beecher","BOS","C","12","101.73333333333","1","0","0","0","1","100.00","11","9.09","1.74","19","15","14","11","2","6","2","1","1","0","0","2","3","4","22","22","8","47","53","47.00"
"304","Connor McMichael","WSH","C","4","46.233333333333","1","0","0","0","1","100.00","9","11.11","0.52","18","11","10","3","2","0","2","1","1","0","0","2","1","2","2","1","0","16","20","44.44"
"310","Jordan Spence","L.A","D","5","70.366666666667","0","1","1","0","1","33.33","3","0.00","0.09","6","4","0","0","0","1","0","0","0","0","0","0","0","1","8","6","5","0","0","-"
"326","Luke Evangelista","NSH","R","6","58.733333333333","1","0","0","0","1","100.00","10","10.00","0.73","14","11","6","3","0","3","0","0","0","0","0","2","3","1","2","8","0","0","0","-"
"327","Hendrix Lapierre","WSH","C","4","39.633333333333","1","0","0","0","1","100.00","7","14.29","0.74","12","9","7","5","0","1","0","0","0","0","0","2","0","2","8","7","2","8","15","34.78"
"331","Matt Rempe","NYR","C","11","67.283333333333","1","0","0","0","1","33.33","5","20.00","0.57","6","6","5","3","0","0","10","5","5","0","0","0","0","1","38","11","4","2","1","66.67"
"6","Alex Ovechkin","WSH","L","4","43.183333333333","0","0","0","0","0","0.00","3","0.00","0.32","9","4","6","2","0","1","0","0","0","0","0","0","1","0","12","2","0","0","0","-"
"7","Blake Wheeler","NYR","R","1","9.3","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","0","1","4","0","2","1","0","100.00"
"8","Jack Johnson","COL","D","11","147.01666666667","0","0","0","0","0","0.00","4","0.00","0.15","15","8","2","0","0","3","2","1","1","0","0","2","3","2","21","16","8","0","0","-"
"15","Trevor Lewis","L.A","C","5","42.983333333333","0","0","0","0","0","-","8","0.00","0.56","15","13","4","3","0","3","0","0","0","0","0","0","0","0","18","5","2","1","7","12.50"
"16","Cal Clutterbuck","NYI","R","5","39.05","0","0","0","0","0","-","1","0.00","0.21","5","3","2","1","0","0","10","1","0","0","1","0","2","1","15","4","3","0","4","0.00"
"20","Kevin Shattenkirk","BOS","D","6","61.5","0","0","0","0","0","0.00","2","0.00","0.06","5","3","1","0","0","0","0","0","0","0","0","0","0","0","7","13","1","0","0","-"
"25","Ryan McDonagh","NSH","D","6","112.03333333333","0","0","0","0","0","0.00","5","0.00","0.36","15","7","5","1","1","1","6","3","3","0","0","0","5","2","10","10","12","0","0","-"
"26","Max Pacioretty","WSH","L","4","40.2","0","0","0","0","0","-","5","0.00","0.7","10","8","5","2","1","0","2","1","1","0","0","1","2","3","2","3","0","1","0","100.00"
"27","Alec Martinez","VGK","D","6","96.2","0","0","0","0","0","0.00","4","0.00","0.1","18","9","2","0","0","0","0","0","0","0","0","0","0","1","6","18","10","0","0","-"
"30","Alex Pietrangelo","VGK","D","7","137.93333333333","0","0","0","0","0","0.00","10","0.00","1.33","32","20","13","2","0","5","4","2","2","0","0","0","3","2","7","20","15","0","0","-"
"31","Luke Schenn","NSH","D","5","68.3","0","0","0","0","0","0.00","5","0.00","0.07","14","7","4","0","1","0","0","0","0","0","0","0","3","2","14","7","5","0","0","-"
"36","TJ Brodie","TOR","D","1","13.9","0","0","0","0","0","-","1","0.00","0.02","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"38","Matt Martin","NYI","L","3","28.366666666667","0","0","0","0","0","-","2","0.00","0.37","5","3","3","3","0","0","16","4","3","0","1","1","0","1","7","2","3","2","1","66.67"
"46","Calvin de Haan","T.B","D","1","7.9333333333333","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","-"
"47","Dmitry Kulikov","FLA","D","22","259.2","0","0","0","0","0","0.00","12","0.00","0.57","37","20","7","1","2","3","16","4","3","0","1","1","7","6","49","68","19","0","0","-"
"50","Tyson Barrie","NSH","D","1","12.583333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"56","Nick Jensen","WSH","D","1","18.216666666667","0","0","0","0","0","-","1","0.00","0.1","4","2","2","0","0","0","2","1","1","0","0","0","4","1","0","5","1","0","0","-"
"57","Nic Dowd","WSH","C","4","43.65","0","0","0","0","0","0.00","2","0.00","0.11","6","2","4","1","0","0","6","3","3","0","0","2","0","0","18","12","3","21","16","56.76"
"60","Calle Jarnkrok","TOR","C","7","70.25","0","0","0","0","0","-","7","0.00","0.74","19","12","9","2","0","2","0","0","0","0","0","2","1","0","7","8","3","5","4","55.56"
"66","Alex Petrovic","DAL","D","7","84.183333333333","0","0","0","0","0","0.00","4","0.00","0.03","10","5","1","0","0","0","2","1","1","0","0","0","2","5","14","12","4","0","0","-"
"67","Derek Forbort","BOS","D","3","41.85","0","0","0","0","0","0.00","1","0.00","0.04","3","1","1","0","0","0","0","0","0","0","0","0","2","0","8","12","5","0","0","-"
"69","Chris Wagner","COL","R","2","17.45","0","0","0","0","0","-","0","-","0.08","2","1","1","0","0","0","0","0","0","0","0","0","0","0","10","6","0","5","4","55.56"
"72","Dylan McIlrath","WSH","D","4","42.7","0","0","0","0","0","0.00","1","0.00","0.02","7","2","4","0","0","1","10","1","0","0","1","0","1","1","7","8","4","0","0","-"
"75","Mark Stone","VGK","R","7","100.4","0","0","0","0","0","-","4","0.00","0.53","14","7","7","3","1","3","2","1","1","0","0","1","7","1","12","6","2","0","0","-"
"81","Jean-Gabriel Pageau","NYI","C","4","55.366666666667","0","0","0","0","0","0.00","5","0.00","1.06","10","8","7","5","0","3","0","0","0","0","0","0","2","0","4","5","3","38","25","60.32"
"82","Mike Reilly","NYI","D","5","80.1","0","0","0","0","0","0.00","6","0.00","0.1","10","9","3","0","1","0","0","0","0","0","0","3","4","1","0","10","7","0","0","-"
"96","Luke Glendening","T.B","C","5","35.583333333333","0","0","0","0","0","0.00","3","0.00","0.84","6","6","5","4","0","1","0","0","0","0","0","0","0","0","16","5","0","14","8","63.64"
"99","Matt Dumba","T.B","D","5","69.616666666667","0","0","0","0","0","0.00","5","0.00","0.32","17","8","7","2","0","3","0","0","0","0","0","0","3","2","24","15","5","0","0","-"
"105","Tomas Hertl","VGK","C","7","111.13333333333","0","0","0","0","0","-","10","0.00","1.94","17","16","12","10","0","2","2","1","1","0","0","1","2","0","27","14","4","40","34","54.05"
"110","Matt Grzelcyk","BOS","D","3","50.966666666667","0","0","0","0","0","0.00","3","0.00","0.17","5","5","2","0","1","0","2","1","1","0","0","0","2","1","6","8","5","0","0","-"
"112","Chandler Stephenson","VGK","C","7","100.96666666667","0","0","0","0","0","-","5","0.00","0.37","6","6","3","3","0","0","8","4","4","0","0","0","4","2","16","13","6","24","37","39.34"
"123","Ben Hutton","VGK","D","1","13.8","0","0","0","0","0","0.00","1","0.00","0.04","5","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","3","0","0","-"
"127","Jonny Brodzinski","NYR","C","3","24.983333333333","0","0","0","0","0","0.00","2","0.00","0.22","4","4","3","1","0","1","0","0","0","0","0","1","0","2","0","4","3","6","6","50.00"
"128","Hudson Fasching","NYI","R","4","53.583333333333","0","0","0","0","0","0.00","2","0.00","0.41","5","3","4","2","0","0","2","1","1","0","0","0","3","0","2","5","4","0","0","-"
"135","Michael McCarron","NSH","R","6","68.366666666667","0","0","0","0","0","-","6","0.00","0.74","10","8","5","3","0","0","2","1","1","0","0","1","1","1","9","16","6","37","29","56.06"
"136","Shea Theodore","VGK","D","7","145.06666666667","0","0","0","0","0","0.00","10","0.00","0.35","29","17","7","0","0","1","0","0","0","0","0","2","1","5","1","8","12","0","0","-"
"140","Brett Pesce","CAR","D","2","25.5","0","0","0","0","0","0.00","1","0.00","0.05","4","3","1","0","0","1","2","1","1","0","0","1","0","0","2","2","3","0","0","-"
"145","Sean Monahan","WPG","C","5","64.966666666667","0","0","0","0","0","0.00","10","0.00","1.05","12","11","7","4","0","0","0","0","0","0","0","0","0","1","6","5","3","26","32","44.83"
"154","Anthony Mantha","VGK","R","3","40.8","0","0","0","0","0","-","5","0.00","0.31","10","6","5","1","1","2","2","1","1","0","0","1","2","1","5","5","1","0","0","-"
"155","Trevor van Riemsdyk","WSH","D","3","33.666666666667","0","0","0","0","0","-","2","0.00","0.06","5","4","1","0","0","1","0","0","0","0","0","2","0","0","1","3","5","0","0","-"
"156","Patrick Brown","BOS","C","1","7.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","9","2","1","4","2","66.67"
"164","Sonny Milano","WSH","L","4","39.95","0","0","0","0","0","0.00","2","0.00","0.14","3","2","2","1","0","1","0","0","0","0","0","0","2","0","2","11","1","0","2","0.00"
"170","Nicolas Aube-Kubel","WSH","R","3","28.083333333333","0","0","0","0","0","-","0","-","0.01","3","1","0","0","0","0","2","1","1","0","0","0","1","0","5","5","2","1","1","50.00"
"177","Sam Lafferty","VAN","C","11","93.416666666667","0","0","0","0","0","0.00","7","0.00","1.38","19","17","11","5","1","2","2","1","1","0","0","1","2","0","27","10","0","16","19","45.71"
"182","Darren Raddysh","T.B","D","3","45.533333333333","0","0","0","0","0","0.00","4","0.00","0.25","14","10","2","0","1","1","0","0","0","0","0","2","1","0","11","13","6","0","0","-"
"191","Keegan Kolesar","VGK","R","6","66.2","0","0","0","0","0","0.00","5","0.00","0.26","7","6","4","2","1","1","2","1","1","0","0","0","0","0","20","8","3","4","0","100.00"
"192","Tommy Novak","NSH","C","6","49.633333333333","0","0","0","0","0","-","4","0.00","0.49","9","6","3","2","2","0","0","0","0","0","0","1","1","2","4","12","5","6","7","46.15"
"199","Caleb Jones","COL","D","3","32.566666666667","0","0","0","0","0","0.00","0","-","0","2","0","1","0","0","0","6","3","3","0","0","0","0","0","4","3","2","0","0","-"
"200","Noah Juulsen","VAN","D","2","21.866666666667","0","0","0","0","0","0.00","1","0.00","0.05","5","4","0","0","0","0","4","2","2","0","0","0","0","1","9","4","1","0","0","-"
"202","Nicolas Roy","VGK","C","7","82.016666666667","0","0","0","0","0","0.00","2","0.00","0.22","11","3","5","3","0","1","4","2","2","0","0","1","1","3","25","8","5","25","41","37.88"
"204","Jeremy Lauzon","NSH","D","6","96.483333333333","0","0","0","0","0","0.00","3","0.00","0.11","6","5","1","0","0","0","4","2","2","0","0","2","1","0","21","13","4","0","0","-"
"222","Ryan Lomberg","FLA","L","6","44.183333333333","0","0","0","0","0","-","9","0.00","0.48","13","10","6","2","0","1","0","0","0","0","0","1","1","0","23","7","3","1","0","100.00"
"225","Lucas Johansen","WSH","D","2","27.983333333333","0","0","0","0","0","-","2","0.00","0.06","4","3","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","-"
