"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"39","Kevin Shattenkirk","BOS","D","61","962.58333333333","1011","904","52.79","733","634","53.62","518","417","55.40","53","40","56.99","53.8","39.08","57.92","524","391","57.27","244","153","61.46","33","21","61.11","280","238","54.05","13","12","52.00","567","484","53.95","7","7","50.00","10.23","90.41","1.006","186","165","92","823","66.91","347","240","224","60.77"
"76","Cam Atkinson","PHI","R","70","1116.1833333333","1206","1080","52.76","872","740","54.09","618","488","55.88","46","61","42.99","57.2","57.64","49.81","537","495","52.03","232","197","54.08","32","34","48.48","305","298","50.58","5","15","25.00","765","634","54.68","9","12","42.86","7.44","87.50","0.949","253","219","173","841","59.39","437","304","316","58.03"
"807","Ilya Mikheyev","VAN","R","78","1112.6","1074","962","52.75","770","696","52.52","504","479","51.27","44","44","50.00","52.63","44.4","54.24","521","430","54.78","241","200","54.65","24","24","50.00","280","230","54.90","10","12","45.45","604","573","51.32","10","8","55.56","8.73","90.81","0.995","173","194","134","1031","56.35","312","270","277","52.97"
"17","T.J. Oshie","WSH","R","52","877.18333333333","973","873","52.71","671","603","52.67","446","409","52.16","44","34","56.41","58.08","43.08","57.42","511","385","57.03","217","144","60.11","24","17","58.54","294","241","54.95","14","10","58.33","602","456","56.90","6","6","50.00","9.87","91.69","1.016","252","179","86","568","74.56","468","250","191","71.02"
"768","Nikita Okhotiuk","CGY","D","9","120.13333333333","127","114","52.70","83","83","50.00","62","56","52.54","5","7","41.67","4.44","4.82","47.94","52","50","50.98","20","18","52.63","3","2","60.00","32","32","50.00","0","3","0.00","80","68","54.05","2","2","50.00","8.06","87.50","0.956","14","19","10","114","58.33","39","32","28","58.21"
"735","Yegor Sharangovich","CGY","C","82","1419.8166666667","1549","1391","52.69","1122","973","53.56","768","685","52.86","82","96","46.07","84.78","75.8","52.80","741","680","52.15","304","267","53.24","39","45","46.43","437","413","51.41","28","33","45.90","1015","746","57.64","15","14","51.72","10.68","85.99","0.967","324","240","157","1026","67.36","625","366","317","66.35"
"818","Matias Maccelli","ARI","L","82","1331.1833333333","1375","1236","52.66","1011","914","52.52","695","627","52.57","80","64","55.56","76.96","68.55","52.89","690","560","55.20","298","225","56.98","36","27","57.14","392","335","53.92","29","19","60.42","769","741","50.93","15","11","57.69","11.51","89.79","1.013","208","307","190","939","52.26","420","415","396","51.47"
"570","Alex Barré-Boulet","T.B","C","36","402.8","417","375","52.65","293","278","51.31","199","197","50.25","16","21","43.24","21.26","18.78","53.10","215","183","54.02","97","81","54.49","12","12","50.00","118","102","53.64","3","4","42.86","220","182","54.73","1","5","16.67","8.04","89.34","0.974","83","86","32","357","72.17","123","114","68","64.40"
"848","Jake Sanderson","OTT","D","79","1834.25","1939","1748","52.59","1412","1233","53.38","989","890","52.63","100","103","49.26","102.02","90.86","52.89","903","840","51.81","356","335","51.52","46","49","48.42","547","505","52.00","31","28","52.54","1188","1075","52.50","19","25","43.18","10.11","88.43","0.985","295","376","357","1185","45.25","647","581","712","47.61"
"408","Noah Hanifin","VGK","D","19","439.16666666667","489","441","52.58","340","310","52.31","248","232","51.67","28","22","56.00","23.47","22.61","50.93","224","202","52.58","93","83","52.84","11","8","57.89","131","119","52.40","8","11","42.11","306","276","52.58","6","3","66.67","11.29","90.52","1.018","72","96","86","276","45.57","164","133","157","51.09"
"599","Adam Ruzicka","CGY","C","39","396.26666666667","405","366","52.53","279","247","53.04","192","174","52.46","13","17","43.33","17.51","14.41","54.85","184","168","52.27","71","54","56.80","7","7","50.00","113","114","49.78","2","7","22.22","249","190","56.72","4","2","66.67","6.77","90.23","0.970","70","80","30","387","70.00","123","110","74","62.44"
"667","Kiefer Sherwood","NSH","L","68","827.58333333333","837","758","52.48","615","553","52.65","418","401","51.04","39","23","62.90","38.64","34.98","52.49","378","363","51.01","153","137","52.76","19","9","67.86","225","226","49.89","14","7","66.67","466","402","53.69","5","7","41.67","9.33","94.26","1.036","104","223","95","724","52.26","187","298","212","46.87"
"149","Dylan McIlrath","WSH","D","3","30.9","32","29","52.46","24","17","58.54","15","10","60.00","1","0","100.00","1.31","0.71","64.86","11","10","52.38","4","5","44.44","1","0","100.00","7","5","58.33","0","0","-","20","21","48.78","0","0","-","6.67","100.00","1.067","0","5","4","38","0.00","8","7","11","42.11"
"799","Tobias Bjornfot","VGK","D","2","28.016666666667","32","29","52.46","24","16","60.00","15","12","55.56","0","2","0.00","1.3","1.17","52.69","15","13","53.57","8","8","50.00","0","1","0.00","7","5","58.33","0","0","-","16","19","45.71","0","1","0.00","0.00","83.33","0.833","2","10","3","25","40.00","3","12","6","33.33"
"403","Darren Raddysh","T.B","D","82","1566.6666666667","1619","1470","52.41","1134","1073","51.38","766","738","50.93","83","83","50.00","74.31","66.91","52.62","739","673","52.34","295","268","52.40","39","34","53.42","444","405","52.30","26","29","47.27","938","824","53.23","16","17","48.48","10.84","88.75","0.996","182","241","162","1305","52.91","448","420","364","55.17"
"449","Daniel Sprong","DET","R","76","912.03333333333","959","871","52.40","707","645","52.29","471","462","50.48","58","43","57.43","50.62","39.14","56.40","454","422","51.83","160","159","50.16","29","25","53.70","294","263","52.78","16","14","53.33","564","473","54.39","13","4","76.47","12.31","90.69","1.030","167","152","92","735","64.48","286","219","202","58.61"
"872","Alex Laferriere","L.A","R","81","1070.8333333333","1094","995","52.37","804","718","52.83","539","488","52.48","39","49","44.32","51.23","47.12","52.09","514","451","53.26","196","191","50.65","13","26","33.33","318","260","55.02","20","11","64.52","668","551","54.80","6","10","37.50","7.24","89.96","0.972","198","193","122","853","61.88","343","290","270","55.95"
"184","William Karlsson","VGK","C","70","1232.1166666667","1369","1247","52.33","998","864","53.60","713","587","54.85","85","64","57.05","74.27","61.85","54.56","662","556","54.35","263","202","56.56","31","27","53.45","399","354","52.99","34","20","62.96","848","768","52.48","14","12","53.85","11.92","89.10","1.010","266","209","244","740","52.16","499","305","425","54.00"
"277","Jonny Brodzinski","NYR","C","57","634.26666666667","641","584","52.33","467","402","53.74","335","274","55.01","29","30","49.15","28.13","27.18","50.86","264","252","51.16","116","109","51.56","18","17","51.43","148","143","50.86","5","7","41.67","415","353","54.04","6","6","50.00","8.66","89.05","0.977","120","135","92","556","56.60","201","194","181","52.62"
"555","Axel Jonsson-Fjallby","WPG","L","26","210.93333333333","205","187","52.30","141","126","52.81","89","84","51.45","8","3","72.73","7.9","7.44","51.47","93","83","52.84","31","32","49.21","3","1","75.00","62","51","54.87","4","0","100.00","106","104","50.48","1","2","33.33","8.99","96.43","1.054","17","45","30","206","36.17","31","66","55","36.05"
"35","Alex Killorn","ANA","C, L","63","1178.4166666667","1195","1091","52.27","858","816","51.25","581","562","50.83","55","68","44.72","60.15","60.8","49.73","531","540","49.58","208","246","45.81","26","35","42.62","323","294","52.35","18","22","45.00","763","655","53.81","10","8","55.56","9.47","87.90","0.974","232","230","151","788","60.57","418","293","318","56.79"
"547","Troy Stecher","EDM","D","7","112.01666666667","106","97","52.22","76","69","52.41","56","45","55.45","6","2","75.00","5.51","3.88","58.67","50","46","52.08","22","15","59.46","2","1","66.67","28","31","47.46","2","1","66.67","64","53","54.70","2","0","100.00","10.71","95.56","1.063","11","28","11","91","50.00","29","40","31","48.33"
"777","Kaapo Kakko","NYR","R","61","810.03333333333","823","753","52.22","610","531","53.46","417","367","53.19","32","22","59.26","36.97","33.76","52.27","354","352","50.14","152","143","51.53","17","11","60.71","202","209","49.15","9","4","69.23","506","399","55.91","5","7","41.67","7.67","94.01","1.017","146","211","84","658","63.48","235","272","184","56.09"
"99","Tyson Barrie","NSH","D","41","751.2","791","724","52.21","570","527","51.96","413","389","51.50","41","36","53.25","42.46","40.4","51.24","386","344","52.88","167","134","55.48","29","19","60.42","219","210","51.05","8","7","53.33","497","384","56.41","4","8","33.33","9.93","90.75","1.007","143","110","58","551","71.14","313","194","169","64.94"
"544","Filip Hronek","VAN","D","81","1898.75","1934","1770","52.21","1354","1353","50.02","912","953","48.90","116","86","57.43","101.39","100.82","50.14","951","863","52.43","404","410","49.63","63","48","56.76","547","453","54.70","31","22","58.49","1207","1037","53.79","18","14","56.25","12.72","90.98","1.037","317","323","293","1288","51.97","687","492","580","54.22"
"324","Alex Wennberg","NYR","C","19","292","273","250","52.20","194","184","51.32","137","122","52.90","11","10","52.38","10.28","12.28","45.58","105","120","46.67","38","51","42.70","5","3","62.50","67","69","49.26","4","4","50.00","169","145","53.82","2","3","40.00","8.03","91.80","0.998","41","60","58","222","41.41","71","82","103","40.80"
"532","Samuel Girard","COL","D","59","1143.5","1239","1136","52.17","870","807","51.88","622","577","51.88","56","68","45.16","56.26","58.62","48.97","593","528","52.90","245","235","51.04","25","32","43.86","348","293","54.29","18","23","43.90","693","697","49.86","11","12","47.83","9.00","88.21","0.972","131","223","229","873","36.39","312","365","405","43.51"
"884","Gage Goncalves","T.B","C","2","19.916666666667","12","11","52.17","8","5","61.54","4","4","50.00","0","0","-","0.47","0.26","64.08","8","2","80.00","2","1","66.67","0","0","-","6","1","85.71","0","0","-","3","8","27.27","0","0","-","0.00","100.00","1.000","3","5","1","19","75.00","3","6","4","42.86"
"189","Ryan Strome","ANA","C","79","1246.3666666667","1274","1169","52.15","924","862","51.74","679","594","53.34","66","67","49.62","63.94","60.01","51.58","608","516","54.09","246","240","50.62","29","31","48.33","362","276","56.74","18","25","41.86","811","693","53.92","19","9","67.86","9.72","88.72","0.984","281","208","160","863","63.72","507","312","344","59.58"
"273","MacKenzie Weegar","CGY","D","82","1880.2833333333","2070","1901","52.13","1485","1335","52.66","1006","934","51.86","110","109","50.23","103.17","101.67","50.37","919","940","49.44","370","380","49.33","50","50","50.00","549","560","49.50","31","32","49.21","1271","1130","52.94","26","21","55.32","10.93","88.33","0.993","262","333","308","1598","45.96","684","559","642","51.58"
"789","Nicholas Robertson","TOR","L","56","637.08333333333","650","597","52.13","495","412","54.58","345","274","55.74","34","27","55.74","29.93","26.02","53.49","299","263","53.20","123","114","51.90","16","13","55.17","176","149","54.15","12","7","63.16","380","316","54.60","6","7","46.15","9.86","90.15","1.000","114","122","34","596","77.03","196","173","120","62.03"
"174","Blake Coleman","CGY","C","78","1336.3833333333","1473","1353","52.12","1066","953","52.80","736","648","53.18","75","62","54.74","80.84","67.32","54.56","683","664","50.71","277","262","51.39","41","32","56.16","406","402","50.25","16","17","48.48","791","856","48.03","12","11","52.17","10.19","90.43","1.006","159","303","324","984","32.92","350","438","558","38.55"
"643","Emil Bemstrom","PIT","C","24","210.65","210","193","52.11","151","133","53.17","107","90","54.31","10","8","55.56","9.94","7.71","56.33","91","73","55.49","43","31","58.11","4","5","44.44","48","42","53.33","1","1","50.00","130","112","53.72","5","2","71.43","9.35","91.11","1.005","23","32","28","223","45.10","49","51","57","46.23"
"782","Ryan Johnson","BUF","D","41","568.55","558","513","52.10","395","373","51.43","271","248","52.22","22","20","52.38","23.53","22.69","50.90","254","246","50.80","98","90","52.13","7","15","31.82","156","156","50.00","9","2","81.82","315","288","52.24","6","3","66.67","8.12","91.94","1.001","91","111","55","463","62.33","164","158","114","58.99"
"98","Tomas Tatar","SEA","L","43","567.06666666667","572","526","52.09","398","393","50.32","275","271","50.37","22","14","61.11","23.96","25.62","48.32","269","230","53.91","98","112","46.67","10","7","58.82","171","118","59.17","9","5","64.29","334","323","50.84","3","2","60.00","8.00","94.83","1.028","105","112","70","494","60.00","181","149","155","53.87"
"444","Zach Werenski","CBJ","D","70","1711.6","2006","1846","52.08","1426","1352","51.33","992","947","51.16","112","105","51.61","100.58","100.39","50.05","951","878","52.00","358","380","48.51","54","49","52.43","593","498","54.35","40","26","60.61","1249","1082","53.58","16","25","39.02","11.29","88.91","1.002","293","289","220","946","57.12","750","476","501","59.95"
"990","Uvis Balinskis","FLA","D","26","366.63333333333","338","311","52.08","232","236","49.57","169","173","49.42","10","10","50.00","12.76","14.19","47.35","144","149","49.15","55","66","45.45","6","6","50.00","89","83","51.74","3","1","75.00","210","167","55.70","1","3","25.00","5.92","94.22","1.001","53","70","54","323","49.53","113","112","95","54.33"
"858","Alexander Holtz","N.J","R","82","954.06666666667","944","869","52.07","659","653","50.23","451","448","50.17","39","47","45.35","44.46","44.1","50.21","411","403","50.49","169","172","49.56","23","25","47.92","242","231","51.16","10","11","47.62","587","468","55.64","6","9","40.00","8.65","89.51","0.982","199","160","79","881","71.58","323","209","198","62.00"
"405","Andrew Mangiapane","CGY","L","75","1199.65","1310","1208","52.03","973","848","53.43","658","578","53.24","70","60","53.85","71.7","57.01","55.71","599","581","50.76","246","216","53.25","34","30","53.13","353","365","49.16","23","18","56.10","787","717","52.33","10","10","50.00","10.64","89.62","1.003","194","270","244","905","44.29","377","381","434","46.49"
"414","Pavel Zacha","BOS","C","78","1412.2666666667","1492","1378","51.99","1119","1039","51.85","788","724","52.12","100","70","58.82","87.5","78.44","52.73","788","686","53.46","328","287","53.33","54","40","57.45","460","399","53.55","25","14","64.10","936","769","54.90","19","12","61.29","12.69","90.33","1.030","383","228","236","959","61.87","634","304","417","60.32"
"123","Jason Zucker","NSH","L","18","237.8","257","238","51.92","208","174","54.45","154","126","55.00","9","12","42.86","14.32","10.57","57.53","120","114","51.28","57","39","59.38","6","6","50.00","63","75","45.65","2","3","40.00","160","136","54.05","1","2","33.33","5.84","90.48","0.963","47","52","39","193","54.65","84","75","76","52.50"
"646","Noah Cates","PHI","L","59","814.03333333333","823","763","51.89","610","475","56.22","421","321","56.74","28","46","37.84","41.97","33.14","55.88","377","358","51.29","182","137","57.05","13","17","43.33","195","221","46.88","11","20","35.48","452","485","48.24","2","9","18.18","6.65","85.67","0.923","128","189","173","673","42.52","240","250","292","45.11"
"556","Brandon Hagel","T.B","L","82","1578.9833333333","1640","1522","51.87","1181","1097","51.84","815","779","51.13","106","102","50.96","92.57","86.95","51.56","830","736","53.00","345","286","54.68","51","41","55.43","485","450","51.87","36","36","50.00","886","861","50.72","18","17","51.43","13.01","86.91","0.999","228","329","256","1110","47.11","425","462","458","48.13"
"700","Noah Dobson","NYI","D","79","1937.1166666667","2151","1996","51.87","1560","1418","52.38","1109","997","52.66","125","92","57.60","113.7","102.5","52.59","1054","943","52.78","434","372","53.85","58","47","55.24","620","571","52.06","42","26","61.76","1301","1100","54.19","25","12","67.57","11.27","90.77","1.020","289","292","233","1390","55.36","740","491","541","57.77"
"157","Brendan Gallagher","MTL","R","77","1061.8833333333","1133","1053","51.83","787","717","52.33","534","498","51.74","39","58","40.21","59.19","50.05","54.18","558","491","53.19","262","209","55.63","23","33","41.07","296","282","51.21","12","19","38.71","608","570","51.61","3","4","42.86","7.30","88.35","0.957","171","219","146","819","53.94","317","301","285","52.66"
"179","Boone Jenner","CBJ","C","58","1165.5666666667","1352","1258","51.80","952","906","51.24","643","637","50.23","61","68","47.29","70.52","70.74","49.92","642","571","52.93","233","233","50.00","31","29","51.67","409","338","54.75","17","18","48.57","835","764","52.22","11","18","37.93","9.49","89.32","0.988","250","252","246","608","50.40","455","327","430","51.41"
"992","Nikolas Matinpalo","OTT","D","4","28.016666666667","29","27","51.79","23","17","57.50","14","16","46.67","2","1","66.67","1.17","1.21","49.03","14","12","53.85","3","5","37.50","0","0","-","11","7","61.11","1","1","50.00","15","13","53.57","1","0","100.00","14.29","93.75","1.080","6","7","4","28","60.00","6","11","7","46.15"
"207","Torey Krug","STL","D","77","1691.0166666667","1803","1679","51.78","1311","1246","51.27","910","890","50.56","75","91","45.18","101.69","93.1","52.20","900","802","52.88","362","356","50.42","44","55","44.44","538","446","54.67","21","22","48.84","1093","965","53.11","8","7","53.33","8.24","89.78","0.980","261","273","238","1275","52.30","678","422","512","56.97"
"763","Dylan Cozens","BUF","C","79","1360.8166666667","1471","1371","51.76","1076","1009","51.61","782","715","52.24","72","78","48.00","79.64","79.76","49.96","686","662","50.89","250","282","46.99","24","29","45.28","436","380","53.43","31","29","51.67","900","860","51.14","14","16","46.67","9.21","89.09","0.983","284","276","280","862","50.35","499","361","496","50.15"
"638","Eetu Luostarinen","FLA","C","82","1306.75","1333","1247","51.67","932","921","50.30","632","623","50.36","49","64","43.36","64.62","65.54","49.65","552","535","50.78","228","239","48.82","28","32","46.67","324","296","52.26","12","16","42.86","834","791","51.32","5","15","25.00","7.75","89.73","0.975","236","289","298","981","44.19","417","380","453","47.93"
"27","Kyle Okposo","FLA","R","6","64.183333333333","63","59","51.64","47","48","49.47","41","32","56.16","1","1","50.00","2.39","2.92","45.02","24","32","42.86","9","12","42.86","0","0","-","15","20","42.86","1","1","50.00","40","34","54.05","0","0","-","2.44","96.88","0.993","15","14","6","56","71.43","21","19","18","53.85"
"404","Dryden Hunt","CGY","L","28","311.61666666667","315","295","51.64","223","202","52.47","150","139","51.90","14","13","51.85","12.97","13.14","49.67","120","126","48.78","49","55","47.12","5","6","45.45","71","71","50.00","6","4","60.00","210","178","54.12","3","3","50.00","9.33","90.65","1.000","57","66","35","270","61.96","101","85","76","57.06"
"380","Michael Amadio","VGK","R","73","977.6","1037","972","51.62","719","654","52.37","507","424","54.46","49","37","56.98","48.12","37.74","56.04","483","421","53.43","197","164","54.57","18","18","50.00","286","257","52.67","22","13","62.86","629","566","52.64","9","6","60.00","9.66","91.27","1.009","172","184","132","690","56.58","304","260","253","54.58"
"26","Kyle Okposo","BUF","R","61","830.45","818","767","51.61","586","544","51.86","409","377","52.04","32","32","50.00","39.54","38.59","50.61","372","373","49.93","166","157","51.39","11","17","39.29","206","216","48.82","12","12","50.00","493","458","51.84","9","3","75.00","7.82","91.51","0.993","169","157","150","615","52.98","268","202","253","51.44"
"11","Blake Wheeler","NYR","R","54","686.75","705","662","51.57","511","483","51.41","351","322","52.15","33","29","53.23","33.41","31.56","51.42","333","307","52.03","135","136","49.82","12","13","48.00","198","171","53.66","12","10","54.55","431","358","54.63","8","5","61.54","9.40","90.99","1.004","165","156","72","561","69.62","247","205","167","59.66"
"843","Daemon Hunt","MIN","D","12","138.05","150","141","51.55","111","98","53.11","76","58","56.72","3","4","42.86","5.78","7.41","43.82","72","74","49.32","23","31","42.59","2","1","66.67","49","43","53.26","1","2","33.33","93","72","56.36","0","1","0.00","3.95","93.10","0.971","15","21","11","126","57.69","46","34","25","64.79"
"77","Jared Spurgeon","MIN","D","16","370.68333333333","413","389","51.50","290","272","51.60","188","176","51.65","19","19","50.00","21.14","19.76","51.69","209","195","51.73","76","65","53.90","8","6","57.14","133","130","50.57","6","2","75.00","238","274","46.48","4","10","28.57","10.11","89.20","0.993","63","39","92","238","40.65","147","66","175","45.65"
"758","Peyton Krebs","BUF","C","80","1000.45","945","891","51.47","691","661","51.11","460","437","51.28","36","42","46.15","41.01","43.16","48.73","409","441","48.12","161","190","45.87","10","21","32.26","248","251","49.70","16","13","55.17","577","519","52.65","10","8","55.56","7.83","90.39","0.982","188","197","179","732","51.23","309","251","301","50.66"
"903","Josh Doan","ARI","R","11","135.4","141","133","51.46","104","101","50.73","73","64","53.28","11","5","68.75","9.1","5.8","61.05","76","50","60.32","36","19","65.45","4","2","66.67","40","31","56.34","5","3","62.50","72","103","41.14","2","0","100.00","15.07","92.19","1.073","22","38","27","105","44.90","39","48","52","42.86"
"367","Ivan Barbashev","VGK","C","82","1321.2833333333","1438","1357","51.45","1033","929","52.65","749","670","52.78","85","53","61.59","70.9","59.4","54.41","708","635","52.72","272","242","52.92","46","25","64.79","436","393","52.59","25","14","64.10","844","733","53.52","12","10","54.55","11.35","92.09","1.034","270","223","137","904","66.34","499","347","315","61.30"
"945","Logan Cooley","ARI","C","82","1296.8166666667","1273","1202","51.43","931","883","51.32","611","625","49.43","65","62","51.18","64.44","57.8","52.72","650","554","53.99","227","244","48.20","29","33","46.77","423","310","57.71","19","17","52.78","687","717","48.93","16","10","61.54","10.64","90.08","1.007","211","220","141","992","59.94","394","319","319","55.26"
"960","Matthew Poitras","BOS","C","33","442.06666666667","461","436","51.39","329","315","51.09","230","205","52.87","20","15","57.14","23.25","17.03","57.72","233","190","55.08","90","83","52.02","11","9","55.00","143","107","57.20","5","6","45.45","251","242","50.91","3","0","100.00","8.70","92.68","1.014","92","100","35","374","72.44","153","119","88","63.49"
"979","Connor Bedard","CHI","C","68","1345.25","1402","1326","51.39","1009","979","50.75","695","684","50.40","78","91","46.15","80.94","70.51","53.44","727","662","52.34","296","286","50.86","43","45","48.86","431","376","53.41","26","24","52.00","872","698","55.54","9","16","36.00","11.22","86.70","0.979","300","226","94","713","76.14","642","331","280","69.63"
