"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"411","Anthony Beauvillier","CHI, NSH, VAN","L","60","814.85","5","12","6","6","17","58.62","105","4.76","11.57","199","161","114","47","2","20","8","4","4","0","0","5","10","31","46","69","35","40","38","51.28"
"425","Yakov Trenin","COL, NSH","C","76","1107.5833333333","12","5","3","2","17","39.53","116","10.34","16.34","243","185","126","70","5","19","40","13","10","2","1","10","33","44","179","83","36","99","121","45.00"
"437","Niko Mikkola","FLA","D","82","1643.0166666667","3","14","6","8","17","27.87","93","3.23","3.95","213","128","58","13","3","16","69","25","22","1","2","15","37","10","178","162","124","0","0","-"
"455","Joey Anderson","CHI","R","55","745.13333333333","5","12","10","2","17","56.67","57","8.77","5.75","106","80","62","29","6","12","8","4","4","0","0","3","20","30","42","37","18","0","2","0.00"
"461","Ryan Lindgren","NYR","D","76","1470.2833333333","3","14","5","9","17","25.37","73","4.11","3.53","165","106","51","12","2","7","36","18","18","0","0","21","18","14","95","129","103","0","0","-"
"531","Juuso Valimaki","ARI","D","68","1298.3833333333","2","15","6","9","17","26.56","69","2.90","4.35","164","119","46","15","7","9","12","6","6","0","0","12","26","13","65","133","90","0","0","-"
"652","Calen Addison","MIN, S.J","D","72","1243.05","1","16","8","8","17","32.69","93","1.08","5.71","221","127","70","10","3","20","72","20","16","0","4","11","14","18","42","48","83","0","0","-"
"660","Pontus Holmberg","TOR","R","54","624.7","7","10","6","4","17","48.57","54","12.96","7","97","79","66","35","3","5","18","9","9","0","0","11","10","14","48","107","42","94","109","46.31"
"673","Scott Perunovich","STL","D","54","824.68333333333","0","17","10","7","17","36.96","36","0.00","1.81","80","53","29","1","3","10","12","6","6","0","0","8","16","15","22","43","53","0","0","-"
"696","Peyton Krebs","BUF","C","80","1000.45","4","13","5","8","17","47.22","74","5.41","7.24","141","111","82","29","5","11","67","23","20","1","2","13","13","13","102","122","23","284","330","46.25"
"736","Jackson LaCombe","ANA","D","71","1374.2166666667","2","15","10","5","17","42.50","55","3.64","4.39","129","83","48","9","3","11","24","12","12","0","0","4","35","31","46","86","129","0","0","-"
"13","Jack Johnson","COL","D","80","1194.1833333333","3","13","8","5","16","29.09","76","3.95","3.11","201","111","55","6","2","24","38","10","8","0","2","8","20","12","71","73","89","0","0","-"
"25","Trevor Lewis","L.A","C","82","954.13333333333","8","8","6","2","16","53.33","130","6.15","12.28","211","175","93","51","12","21","20","10","10","0","0","7","17","15","80","103","62","133","179","42.63"
"37","Pat Maroon","BOS, MIN","L","51","654.93333333333","4","12","7","5","16","57.14","56","7.14","5.97","106","74","53","29","4","9","60","17","10","6","1","13","17","15","64","45","16","12","20","37.50"
"93","Brian Dumoulin","SEA","D","80","1361.2166666667","6","10","4","6","16","39.02","69","8.70","3.25","186","114","52","5","3","14","20","10","10","0","0","8","25","18","65","93","79","0","0","-"
"142","Sam Carrick","ANA, EDM","C","77","939.63333333333","10","6","4","2","16","59.26","92","10.87","10.93","158","129","81","48","5","16","102","28","16","10","2","28","17","24","140","96","35","419","365","53.44"
"177","Dougie Hamilton","N.J","D","20","419.5","5","11","4","7","16","59.26","61","8.20","3.07","150","88","49","4","4","16","20","10","10","0","0","0","14","5","11","15","24","0","0","-"
"222","Adam Pelech","NYI","D","58","1176.3333333333","1","15","8","7","16","35.56","71","1.41","3.72","188","120","46","11","4","13","27","12","11","1","0","12","31","14","60","72","111","0","0","-"
"234","Brett Kulak","EDM","D","82","1261.5166666667","3","13","4","9","16","34.04","94","3.19","3.67","215","130","69","13","7","19","30","14","14","0","0","5","37","16","77","87","88","0","0","-"
"270","Andre Burakovsky","SEA","L","49","713.63333333333","7","9","5","4","16","53.33","92","7.61","8.79","207","131","107","32","7","19","14","6","6","0","0","8","11","24","12","50","14","3","3","50.00"
"340","Nicolas Aube-Kubel","WSH","R","60","732.45","6","10","7","3","16","61.54","58","10.34","5.48","137","98","76","25","5","9","23","10","9","1","0","14","19","32","146","112","26","6","12","33.33"
"453","Brandon Tanev","SEA","L","66","962.75","7","9","6","3","16","59.26","73","9.59","10.25","136","112","95","44","7","12","51","17","12","5","0","23","13","31","131","93","62","9","21","30.00"
"532","Kailer Yamamoto","SEA","R","59","707.5","8","8","4","4","16","48.48","61","13.11","8.91","108","87","76","45","2","7","18","9","9","0","0","7","6","25","30","63","18","38","69","35.51"
"590","Emil Bemstrom","CBJ, PIT","C, R","56","623.85","8","8","6","2","16","55.17","83","9.64","9.05","157","124","81","35","7","12","12","6","6","0","0","3","13","10","30","52","34","6","10","37.50"
"617","Martin Fehervary","WSH","D","66","1295.65","3","13","5","8","16","38.10","61","4.92","2.7","139","86","38","6","3","8","24","12","12","0","0","11","14","8","174","125","109","0","0","-"
"720","Alex Vlasic","CHI","D","76","1632.3833333333","2","14","5","9","16","26.23","71","2.82","3.91","168","102","46","12","7","9","45","14","10","3","1","10","47","60","45","103","148","0","0","-"
"788","Lukas Reichel","CHI","L","65","917.18333333333","5","11","7","4","16","69.57","84","5.95","9.62","136","104","82","37","7","11","12","6","6","0","0","7","35","33","23","44","25","86","112","43.43"
"835","Kent Johnson","CBJ","C","42","568.75","6","10","6","4","16","61.54","61","9.84","5.69","118","85","50","12","0","11","10","4","4","0","0","5","7","16","8","25","16","8","12","40.00"
"2","Jeff Carter","PIT","C","72","899.13333333333","11","4","2","2","15","62.50","90","12.22","11.44","175","134","95","52","8","18","12","6","6","0","0","5","20","23","74","29","32","263","157","62.62"
"42","Brendan Smith","N.J","D","63","1014.3333333333","5","10","3","7","15","31.91","60","8.33","3.18","136","95","33","7","9","9","61","26","23","3","0","18","29","16","98","88","101","0","0","-"
"91","Tyson Barrie","NSH","D","41","751.2","1","14","9","5","15","36.59","65","1.54","4.42","151","95","48","10","2","16","16","8","8","0","0","3","18","5","12","37","47","0","0","-"
"159","Nick Cousins","FLA","C","69","840.85","7","8","2","6","15","60.00","111","6.31","10.27","181","142","101","51","5","15","64","21","17","2","2","27","23","31","113","133","33","17","15","53.13"
"179","Jamie Oleksiak","SEA","D","82","1611.2166666667","2","13","4","9","15","25.00","108","1.85","6.03","213","146","64","22","6","15","37","17","16","1","0","7","29","33","90","58","177","0","0","-"
"201","Mark Jankowski","NSH","C","32","405.35","7","8","2","6","15","71.43","48","14.58","6.76","90","73","73","29","2","4","8","4","4","0","0","2","12","18","8","25","11","82","81","50.31"
"250","Dominik Kubalik","OTT","L","74","897.01666666667","11","4","4","0","15","46.88","91","12.09","11.13","173","137","91","47","7","18","19","8","7","1","0","3","20","18","48","27","20","15","22","40.54"
"307","Conor Sheary","T.B","L","57","632.83333333333","4","11","7","4","15","65.22","50","8.00","5.32","90","65","50","26","2","4","12","6","6","0","0","4","6","20","18","60","35","4","7","36.36"
"313","Frederick Gaudreau","MIN","C","67","933.41666666667","5","10","4","6","15","62.50","105","4.76","7.09","185","140","67","23","6","6","12","6","6","0","0","3","18","17","22","46","47","272","274","49.82"
"354","Viktor Arvidsson","L.A","R","18","300.45","6","9","4","5","15","62.50","59","10.17","6.09","100","81","46","17","2","9","14","7","7","0","0","6","5","8","8","35","18","3","6","33.33"
"365","Victor Olofsson","BUF","L","51","590.01666666667","7","8","2","6","15","57.69","66","10.61","5.92","127","97","53","22","1","7","4","2","2","0","0","6","8","16","21","26","10","0","2","0.00"
"432","Kevin Stenlund","FLA","C","81","1020.9333333333","11","4","3","1","15","68.18","81","13.58","9.34","142","104","64","31","7","13","62","27","26","0","1","8","14","36","73","99","55","429","406","51.38"
"479","Max Jones","ANA","L","52","626.81666666667","5","10","8","2","15","65.22","76","6.58","9.39","133","111","79","49","4","15","33","15","14","1","0","22","9","17","105","52","14","5","11","31.25"
"501","Alex Nylander","CBJ, PIT","L","28","449.38333333333","11","4","2","2","15","53.57","71","15.49","10.43","127","101","73","36","1","23","6","3","3","0","0","3","9","6","11","24","12","9","10","47.37"
"692","Blake Lizotte","L.A","C","62","732.9","7","8","6","2","15","53.57","76","9.21","8.09","128","100","69","32","2","16","20","9","9","0","0","14","13","11","60","95","28","171","194","46.85"
"702","Trevor Zegras","ANA","C","31","529.73333333333","6","9","4","5","15","62.50","73","8.22","7.41","135","105","69","29","3","10","30","10","9","0","1","4","16","15","15","31","15","53","85","38.41"
"717","Arthur Kaliyev","L.A","R","51","601.91666666667","7","8","7","1","15","51.72","101","6.93","10.49","211","155","96","39","5","23","14","6","6","0","0","3","15","11","26","34","14","0","1","0.00"
"881","Kevin Korchinski","CHI","D","76","1490.85","5","10","4","6","15","31.91","93","5.38","2.98","226","134","50","7","5","18","20","10","10","0","0","4","72","23","23","98","82","0","0","-"
"891","Matthew Poitras","BOS","C","33","442.06666666667","5","10","4","6","15","75.00","40","12.50","3.86","77","49","46","19","3","5","6","3","3","0","0","13","15","19","15","44","15","111","143","43.70"
"55","Zach Bogosian","MIN, T.B","D","65","1162.2333333333","3","11","6","5","14","26.42","83","3.61","2.64","188","122","43","6","3","19","63","22","19","1","2","9","25","11","97","38","83","0","0","-"
"104","Nick Jensen","WSH","D","78","1531.1","1","13","6","7","14","28.00","71","1.41","3.62","198","119","55","10","1","19","10","5","5","0","0","13","55","22","58","141","123","0","0","-"
"204","Zemgus Girgensons","BUF","L","63","746.53333333333","8","6","3","3","14","60.87","73","10.96","7.83","135","105","76","45","5","13","21","9","8","1","0","11","5","9","133","93","36","94","103","47.72"
"243","Liam O'Brien","ARI","C","75","729.7","5","9","7","2","14","51.85","72","6.94","8.46","133","103","72","31","8","7","153","36","19","11","6","19","14","9","217","69","33","6","22","21.43"
"247","Nate Schmidt","WPG","D","63","1059.4333333333","2","12","4","8","14","33.33","75","2.67","3.45","168","112","38","5","2","15","16","8","8","0","0","5","26","17","62","50","76","0","0","-"
"258","Hudson Fasching","NYI","R","45","541.91666666667","4","10","6","4","14","73.68","41","9.76","4.87","71","53","47","28","2","10","6","2","2","0","0","3","10","17","24","29","31","1","1","50.00"
"269","Ryan Graves","PIT","D","70","1276.4166666667","3","11","3","8","14","29.17","78","3.85","3.11","191","108","39","6","2","16","30","14","14","0","0","8","40","19","64","70","141","0","0","-"
"280","Justin Bailey","S.J","R","59","665.56666666667","5","9","6","3","14","60.87","70","7.14","6.05","142","101","63","29","6","12","6","3","3","0","0","12","10","20","73","40","29","6","11","35.29"
"308","Trevor van Riemsdyk","WSH","D","70","1306.5166666667","0","14","6","8","14","30.43","75","0.00","2.84","188","96","45","5","4","20","18","9","9","0","0","8","25","27","21","63","103","0","0","-"
"399","Brandon Carlo","BOS","D","76","1512.65","4","10","8","2","14","20.59","79","5.06","2.62","174","121","34","8","5","11","42","21","21","0","0","6","35","23","123","131","140","0","0","-"
"413","Jeremy Lauzon","NSH","D","79","1470.4666666667","6","8","4","4","14","24.56","103","5.83","5.26","250","152","61","11","9","20","98","37","29","8","0","30","28","16","364","80","111","0","0","-"
"489","Taylor Raddysh","CHI","R","73","1159.4166666667","5","9","4","5","14","53.85","120","4.17","13.96","220","173","116","62","6","20","22","11","11","0","0","6","29","43","79","57","28","19","38","33.33"
"522","Tanner Jeannot","T.B","L","55","661","7","7","2","5","14","58.33","59","11.86","8.34","117","88","79","47","6","18","75","22","14","7","1","17","15","6","182","77","27","23","41","35.94"
"547","Urho Vaakanainen","ANA","D","68","1188.3666666667","1","13","6","7","14","31.11","67","1.49","1.73","150","95","32","2","3","12","26","13","13","0","0","10","31","13","54","86","79","0","0","-"
"549","Jesper Boqvist","BOS","C","47","524.05","6","8","5","3","14","66.67","51","11.76","4.13","75","60","47","26","5","8","8","4","4","0","0","3","11","14","71","88","15","51","92","35.66"
"553","Klim Kostin","DET, S.J","C","52","567.28333333333","8","6","4","2","14","70.00","43","18.60","4.7","88","67","57","19","2","8","53","18","14","3","1","17","15","9","99","24","16","8","12","40.00"
"612","Zach Whitecloud","VGK","D","61","1072.5833333333","2","12","5","7","14","37.84","51","3.92","2.12","141","79","47","5","2","16","32","16","16","0","0","14","23","18","119","129","105","0","0","-"
"650","Jacob Bernard-Docker","OTT","D","72","1129.9333333333","4","10","7","3","14","31.11","51","7.84","1.73","136","77","29","8","2","13","25","11","10","1","0","5","39","12","58","130","156","0","0","-"
"653","Jordan Harris","MTL","D","56","978.43333333333","3","11","6","5","14","40.00","43","6.98","1.5","97","64","27","3","2","13","22","11","11","0","0","8","22","13","23","100","86","0","0","-"
"843","Logan Stankoven","DAL","C","24","352.13333333333","6","8","5","3","14","56.00","51","11.76","7.27","104","78","59","29","4","10","4","2","2","0","0","7","8","13","20","34","11","11","6","64.71"
"155","Nick Seeler","PHI","D","71","1203.3333333333","1","12","7","5","13","23.21","100","1.00","3.35","225","150","47","5","2","16","78","21","14","4","3","17","30","10","117","77","205","0","0","-"
"199","Tanner Pearson","MTL","L","54","698.68333333333","5","8","4","4","13","59.09","77","6.49","9.05","140","113","70","38","3","12","21","9","8","1","0","8","25","15","45","38","35","5","17","22.73"
"285","Brett Pesce","CAR","D","70","1420.2","3","10","3","7","13","20.31","107","2.80","5.17","306","188","84","10","4","36","20","10","10","0","0","9","18","35","22","78","113","0","0","-"
"305","Nathan Walker","STL","L","45","486.45","7","6","1","5","13","92.86","43","16.28","3.89","76","54","40","16","4","6","18","6","4","2","0","10","4","10","95","51","35","20","22","47.62"
"388","Erik Cernak","T.B","D","69","1323.8333333333","2","11","6","5","13","22.03","53","3.77","2.38","130","76","27","4","7","11","63","23","19","3","1","10","25","16","190","84","109","0","0","-"
"482","Dante Fabbro","NSH","D","56","915.63333333333","3","10","6","4","13","30.23","65","4.62","2.59","141","96","34","3","2","18","24","12","12","0","0","4","40","10","39","90","88","0","0","-"
"487","Boris Katchouk","CHI, OTT","L","59","677.25","7","6","3","3","13","72.22","70","10.00","6.46","132","95","70","22","7","7","12","6","6","0","0","5","19","24","76","31","14","17","22","43.59"
"493","Jake Bean","CBJ","D","72","1175.55","4","9","6","3","13","32.50","76","5.26","3.25","191","101","64","8","3","12","32","16","16","0","0","7","15","25","27","82","110","0","0","-"
"507","Brandon Duhaime","COL, MIN","R","80","868.71666666667","5","8","7","1","13","44.83","92","5.43","9.45","177","139","96","43","11","15","70","19","10","8","1","22","17","24","187","75","37","4","6","40.00"
"544","Cody Glass","NSH","C","41","550.71666666667","6","7","4","3","13","56.52","83","7.23","10.01","133","106","81","45","4","12","20","10","10","0","0","11","18","15","25","41","20","100","117","46.08"
"588","Johnathan Kovacevic","MTL","D","62","1024.1333333333","6","7","4","3","13","29.55","46","13.04","3.19","150","78","48","12","4","19","42","18","16","2","0","10","50","9","66","74","83","0","0","-"
"691","Nico Sturm","S.J","C","63","923.53333333333","5","8","7","1","13","50.00","69","7.25","7.74","133","104","81","42","9","9","12","5","5","0","0","10","18","21","64","44","39","497","330","60.10"
"785","Justin Barron","MTL","D","48","894.1","7","6","2","4","13","38.24","60","11.67","4.05","140","92","46","11","1","12","16","8","8","0","0","4","33","6","46","57","59","0","0","-"
"817","Alexander Barabanov","S.J","L","46","730.13333333333","4","9","3","6","13","50.00","67","5.97","9.51","140","109","94","48","4","19","12","6","6","0","0","5","15","18","22","51","15","2","3","40.00"
"828","Mason Lohrei","BOS","D","41","695.26666666667","4","9","3","6","13","40.63","43","9.30","2.46","102","59","29","5","1","7","18","9","9","0","0","4","29","9","28","60","63","0","0","-"
"18","Marc-Edouard Vlasic","S.J","D","57","928","6","6","2","4","12","46.15","72","8.33","2.84","158","108","45","12","5","19","26","9","8","0","1","4","27","16","30","43","108","0","0","-"
"141","Jani Hakanpää","DAL","D","64","1193.3666666667","2","10","5","5","12","20.34","56","3.57","1.69","146","85","38","4","4","10","33","14","13","1","0","6","31","13","179","141","123","0","0","-"
"148","Colin Blackwell","CHI","C","44","637.66666666667","8","4","4","0","12","66.67","88","9.09","8.45","161","118","72","30","7","15","10","5","5","0","0","14","14","21","45","43","22","32","38","45.71"
"189","Barclay Goodrow","NYR","C","80","1005.1333333333","4","8","6","2","12","44.44","60","6.67","8.05","120","88","62","29","5","8","78","25","19","4","2","18","17","29","149","72","86","337","287","54.01"
"195","Matt Dumba","ARI, T.B","D","76","1499.6833333333","4","8","1","7","12","23.53","85","4.71","5.45","201","133","60","14","3","21","88","32","28","2","2","17","45","9","183","102","108","0","1","0.00"
"224","Chris Tierney","N.J","C","52","469.3","4","8","3","5","12","60.00","26","15.38","2.85","42","32","25","12","1","5","21","5","3","1","1","3","9","14","18","21","12","111","83","57.22"
"239","Connor Brown","EDM","R","71","908.76666666667","4","8","6","2","12","70.59","108","3.70","11.44","194","149","108","58","8","22","10","4","4","0","0","4","21","46","29","75","24","17","24","41.46"
"262","Mattias Janmark","EDM","C","71","844.56666666667","4","8","4","4","12","48.00","67","5.97","8.6","110","90","74","45","3","3","46","16","13","2","1","13","17","15","51","56","19","32","43","42.67"
"309","Ryan Carpenter","S.J","C","62","688.38333333333","5","7","4","3","12","57.14","58","8.62","8.03","102","87","63","35","1","11","6","3","3","0","0","2","10","18","44","50","31","242","264","47.83"
"390","A.J. Greer","CGY","L","59","521.06666666667","6","6","3","3","12","75.00","57","10.53","6.46","111","79","61","34","7","11","35","13","10","3","0","12","16","18","90","41","24","4","4","50.00"
"431","Derek Ryan","EDM","C","70","713.53333333333","5","7","5","2","12","75.00","52","9.62","6.62","87","71","58","36","2","9","8","4","4","0","0","18","19","35","55","88","28","228","181","55.75"
"465","Carl Grundstrom","L.A","R","50","546.85","8","4","2","2","12","57.14","95","8.42","9.14","177","134","93","34","6","25","12","6","6","0","0","5","13","10","101","50","16","2","8","20.00"
"490","Noah Gregor","TOR","C","63","718.13333333333","6","6","5","1","12","54.55","110","5.45","12.08","194","156","89","45","7","12","17","7","6","1","0","16","13","16","135","66","26","14","10","58.33"
"496","Nathan Bastian","N.J","R","54","548.3","5","7","3","4","12","60.00","57","8.77","8.9","99","80","64","44","1","11","32","13","11","2","0","15","5","8","117","77","27","13","13","50.00"
"513","Michael Pezzetta","MTL","L","61","475.55","3","9","6","3","12","60.00","42","7.14","3.49","94","61","37","16","4","7","59","19","12","7","0","12","17","2","219","52","29","6","8","42.86"
"523","Mathieu Olivier","CBJ","R","54","609.23333333333","5","7","3","4","12","60.00","54","9.26","6.39","93","79","56","33","0","15","70","23","15","8","0","18","5","10","155","45","36","4","12","25.00"
"533","Nicolas Hague","VGK","D","73","1354.3333333333","2","10","4","6","12","23.08","105","1.90","4.04","242","145","54","7","4","22","43","17","14","3","0","16","23","13","138","147","111","0","0","-"
"750","Juuso Parssinen","NSH","C","44","642.38333333333","8","4","0","4","12","44.44","54","14.81","8.3","95","71","63","35","9","9","12","6","6","0","0","16","15","16","55","37","15","78","130","37.50"
"35","Ian Cole","VAN","D","78","1457.7666666667","2","9","3","6","11","18.33","61","3.28","1.67","161","98","33","1","3","11","61","26","23","3","0","12","42","18","71","124","166","0","0","-"
"117","Jon Merrill","MIN","D","65","829.55","4","7","4","3","11","36.67","42","9.52","2.54","92","61","29","7","1","8","30","15","15","0","0","5","12","8","37","68","57","0","0","-"
"191","Luke Glendening","T.B","C","81","940.91666666667","10","1","1","0","11","47.83","57","17.54","7.29","111","83","72","34","5","10","39","14","12","1","1","8","4","11","114","98","53","531","417","56.01"
"213","Matt Grzelcyk","BOS","D","63","1108.65","2","9","7","2","11","24.44","60","3.33","3.03","152","99","47","7","5","11","37","13","11","1","1","3","29","12","45","76","75","0","0","-"
"329","Tony DeAngelo","CAR","D","31","444.51666666667","3","8","4","4","11","44.00","44","6.82","2.37","94","59","24","4","2","10","24","4","2","0","2","1","14","8","4","24","18","0","0","-"
"516","Vincent Desharnais","EDM","D","78","1226.7833333333","1","10","0","10","11","33.33","40","2.50","1.36","109","60","26","3","2","13","54","21","17","4","0","10","42","14","126","122","122","0","0","-"
"560","MacKenzie Entwistle","CHI","R","67","762.93333333333","5","6","2","4","11","68.75","66","7.58","7.51","127","96","74","35","7","8","47","15","11","3","1","14","12","29","128","56","32","172","221","43.77"
"570","Pierre-Olivier Joseph","PIT","D","52","784.4","2","9","5","4","11","31.43","42","4.76","1.35","112","63","29","1","3","11","14","7","7","0","0","4","20","22","45","41","44","0","0","-"
"624","Isac Lundestrom","ANA","C","46","659.68333333333","5","6","5","1","11","55.00","38","13.16","6.8","76","63","53","36","2","11","2","1","1","0","0","5","12","19","47","35","27","170","216","44.04"
"643","Kevin Bahl","N.J","D","82","1425.0166666667","1","10","5","5","11","16.67","63","1.59","2.29","166","97","35","6","2","16","82","34","31","2","1","9","24","19","131","97","103","0","0","-"
"719","Henry Thrun","S.J","D","51","1019.9833333333","3","8","4","4","11","32.35","48","6.25","2.16","114","72","31","6","4","11","16","8","8","0","0","5","28","17","23","60","71","0","0","-"
"794","Thomas Bordeleau","S.J","C","27","405.65","6","5","3","2","11","61.11","48","12.50","5.95","89","74","60","26","3","12","18","9","9","0","0","6","5","11","11","25","19","66","59","52.80"
"3","Zach Parise","COL","L","30","389.01666666667","5","5","2","3","10","76.92","50","10.00","5.67","78","62","50","30","4","13","8","4","4","0","0","2","4","11","20","22","25","13","30","30.23"
"11","Alex Goligoski","MIN","D","36","532.73333333333","0","10","7","3","10","50.00","32","0.00","2.01","80","51","25","7","0","6","18","9","9","0","0","4","12","3","24","24","41","0","0","-"
"39","Sam Gagner","EDM","C","28","285.88333333333","5","5","4","1","10","66.67","48","10.42","4.43","74","60","35","18","0","5","10","5","5","0","0","1","10","2","15","33","17","15","9","62.50"
"84","Calvin de Haan","T.B","D","59","980.9","3","7","3","4","10","29.41","56","5.36","1.93","163","92","36","3","4","14","22","11","11","0","0","5","23","11","89","63","82","0","0","-"
"196","Phillip Di Giuseppe","VAN","L","51","616.86666666667","5","5","3","2","10","52.63","52","9.62","6.04","96","76","42","21","4","5","36","10","7","2","1","8","3","6","84","29","23","5","12","29.41"
"240","Ben Hutton","VGK","D","41","666.56666666667","2","8","4","4","10","27.03","67","2.99","3.24","134","83","36","6","1","12","17","7","6","1","0","5","14","11","13","60","54","0","0","-"
"257","Josh Brown","ARI","D","51","752.31666666667","3","7","4","3","10","27.03","44","6.82","1.99","83","57","19","4","2","9","75","22","15","5","2","12","8","8","110","67","85","0","0","-"
"339","Andreas Englund","L.A","D","82","1084.2333333333","1","9","2","7","10","25.64","42","2.38","1.38","111","57","33","3","0","16","81","24","13","11","0","25","22","8","180","109","87","0","0","-"
"480","Andrew Peeke","BOS, CBJ","D","38","623.18333333333","1","9","6","3","10","35.71","37","2.70","1","99","62","23","3","3","9","14","7","7","0","0","3","14","5","85","70","78","0","0","-"
"535","Conor Timmins","TOR","D","25","400.53333333333","1","9","5","4","10","37.04","25","4.00","1.36","66","38","21","2","0","7","18","9","9","0","0","3","18","11","32","39","28","0","0","-"
"585","Gustav Lindström","ANA, MTL","D","46","708.4","3","7","5","2","10","33.33","29","10.34","1.79","73","45","20","3","2","5","24","12","12","0","0","1","16","7","62","72","63","0","0","-"
"606","Mark Kastelic","OTT","C","63","486.63333333333","5","5","1","4","10","66.67","60","8.33","6.59","90","77","61","34","9","13","63","21","14","7","0","21","15","13","115","61","31","190","159","54.44"
"614","Eric Robinson","BUF, CBJ","L","47","532.6","3","7","5","2","10","62.50","61","4.92","8.4","129","92","78","43","3","15","19","4","2","1","1","2","4","12","83","48","11","3","3","50.00"
"632","Ty Emberson","S.J","D","30","556.48333333333","1","9","3","6","10","58.82","31","3.23","0.91","74","45","17","1","2","9","6","3","3","0","0","2","8","7","68","42","46","0","0","-"
"639","Barrett Hayton","ARI","C","33","561.45","3","7","3","4","10","30.30","66","4.55","11.4","119","93","90","49","2","14","26","9","8","0","1","12","8","9","15","40","15","208","210","49.76"
"646","Adam Boqvist","CBJ","D","35","639.91666666667","1","9","5","4","10","31.25","45","2.22","3.41","121","73","45","11","1","9","0","0","0","0","0","4","16","7","11","32","42","0","0","-"
"651","Jakub Lauko","BOS","C","60","589.25","2","8","6","2","10","62.50","43","4.65","5.58","97","68","59","32","5","5","32","12","10","2","0","12","8","14","154","69","24","7","9","43.75"
"678","Rafael Harvey-Pinard","MTL","L","45","568.7","2","8","7","1","10","62.50","26","7.69","5.34","60","46","44","28","2","9","6","3","3","0","0","6","13","5","46","30","47","13","28","31.71"
"714","John Beecher","BOS","C","52","552.43333333333","7","3","3","0","10","71.43","38","18.42","4.49","57","48","33","25","3","4","24","9","7","2","0","5","8","13","83","60","34","273","227","54.60"
"729","Jayden Struble","MTL","D","56","902.26666666667","3","7","3","4","10","29.41","47","6.38","2.18","126","69","34","6","1","9","57","18","15","1","2","12","34","22","115","69","53","0","0","-"
"796","Jamie Drysdale","ANA, PHI","D","34","667.2","3","7","4","3","10","50.00","55","5.45","2.26","133","83","26","1","0","13","8","4","4","0","0","2","11","6","22","48","43","0","0","-"
"868","Arber Xhekaj","MTL","D","44","700.8","3","7","6","1","10","29.41","61","4.92","1.86","156","90","32","1","3","9","81","29","23","5","1","16","28","4","116","36","49","0","0","-"
"880","David Jiricek","CBJ","D","43","627.7","1","9","5","4","10","50.00","38","2.63","1.44","94","60","24","4","1","6","22","11","11","0","0","3","20","10","18","51","45","0","0","-"
"916","Sam Malinski","COL","D","23","327.18333333333","3","7","1","6","10","52.63","31","9.68","1.1","74","49","18","3","3","5","6","3","3","0","0","3","10","8","13","25","22","0","0","-"
"7","Mark Giordano","TOR","D","46","764.38333333333","3","6","2","4","9","23.68","59","5.08","2.9","147","83","44","7","9","9","49","15","12","1","2","5","27","9","48","81","86","0","0","-"
"137","Jarred Tinordi","CHI","D","52","813.58333333333","0","9","6","3","9","40.91","32","0.00","0.69","78","44","14","2","1","5","64","23","17","6","0","12","23","4","157","60","94","0","0","-"
"187","Colin Miller","N.J, WPG","D","46","720.85","4","5","3","2","9","27.27","69","5.80","2.08","173","98","36","2","0","17","26","13","13","0","0","9","17","14","81","54","37","0","0","-"
"233","Andreas Athanasiou","CHI","C","28","366.73333333333","2","7","4","3","9","64.29","44","4.55","3.41","80","57","29","14","2","8","7","2","1","1","0","7","7","19","9","13","21","76","88","46.34"
"253","Tyler Motte","T.B","C","69","858.56666666667","6","3","2","1","9","47.37","83","7.23","8.04","177","123","91","40","14","17","28","10","9","0","1","12","14","41","86","79","41","78","77","50.32"
"343","Christian Dvorak","MTL","C","30","465.93333333333","5","4","3","1","9","60.00","35","14.29","4.26","63","44","32","14","0","5","4","2","2","0","0","1","14","12","11","21","19","197","144","57.77"
"352","Fredrik Olofsson","COL","L","57","556.2","3","6","4","2","9","60.00","45","6.67","4.98","69","53","42","25","5","7","8","4","4","0","0","6","4","17","39","69","29","159","242","39.65"
"363","Kevin Labanc","S.J","R","46","534.61666666667","2","7","4","3","9","69.23","60","3.33","4.97","115","84","52","17","2","11","16","7","7","0","0","5","10","5","50","30","17","6","14","30.00"
"378","Jonas Siegenthaler","N.J","D","57","1099.2333333333","1","8","3","5","9","23.68","63","1.59","2.25","151","88","37","4","6","13","20","10","10","0","0","6","30","9","73","107","96","0","0","-"
"463","Julien Gauthier","NYI","R","27","274.58333333333","5","4","2","2","9","100.00","32","15.63","3.18","58","43","27","15","4","8","8","4","4","0","0","4","5","3","58","18","17","3","5","37.50"
"467","Patrik Laine","CBJ","L","18","273.93333333333","6","3","2","1","9","52.94","41","14.63","3.3","89","66","43","10","1","5","6","3","3","0","0","9","14","9","5","5","14","30","49","37.97"
"483","Josh Mahura","FLA","D","30","377.76666666667","0","9","3","6","9","69.23","25","0.00","1.06","48","33","14","2","1","1","20","10","10","0","0","8","6","3","37","50","27","0","0","-"
