"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"322","Nikolaj Ehlers","WPG","L","82","1301.65","25","36","24","12","61","77.22","233","10.73","20.35","495","341","182","54","11","32","29","12","11","1","0","22","45","37","28","78","39","4","11","26.67"
"330","Nick Schmaltz","ARI","C","79","1515.05","22","39","23","16","61","63.54","158","13.92","20.15","339","246","188","68","11","35","10","5","5","0","0","12","53","66","16","62","41","164","236","41.00"
"377","Kyle Connor","WPG","L","65","1282.1","34","27","13","14","61","73.49","221","15.38","22.83","398","290","215","70","9","29","6","3","3","0","0","9","31","39","13","38","19","2","5","28.57"
"908","Connor Bedard","CHI","C","68","1345.25","22","39","28","11","61","78.21","206","10.68","23.74","401","299","226","69","17","34","28","14","14","0","0","25","57","47","51","64","27","207","325","38.91"
"33","Jamie Benn","DAL","L","82","1239.8333333333","21","39","21","18","60","68.18","164","12.80","22.66","296","224","171","98","10","31","41","17","16","1","0","23","33","49","97","63","50","436","276","61.24"
"116","Charlie Coyle","BOS","C","82","1481.45","25","35","18","17","60","75.00","146","17.12","20.06","254","209","168","103","15","22","38","19","19","0","0","23","36","53","119","61","60","762","715","51.59"
"138","Mikael Granlund","S.J","C","69","1446.2","12","48","24","24","60","72.29","134","8.96","15.36","258","187","139","50","10","22","32","16","16","0","0","18","21","49","52","97","55","493","560","46.82"
"154","Johnny Gaudreau","CBJ","L","81","1523.85","12","48","35","13","60","64.52","160","7.50","18.09","312","216","155","51","10","30","22","7","6","0","1","18","40","34","2","31","23","0","1","0.00"
"168","William Karlsson","VGK","C","70","1232.1166666667","30","30","20","10","60","70.59","175","17.14","22.31","301","238","179","92","9","27","22","7","6","0","1","19","35","42","40","78","46","547","426","56.22"
"374","Frank Vatrano","ANA","R","82","1502.0666666667","37","23","12","11","60","71.43","272","13.60","24.85","454","349","208","88","15","39","85","41","40","1","0","31","29","31","142","85","78","9","18","33.33"
"265","Oliver Bjorkstrand","SEA","R","82","1327","20","39","19","20","59","76.62","186","10.75","18.45","428","298","199","65","9","40","12","6","6","0","0","16","24","63","59","93","29","9","19","32.14"
"291","Sean Monahan","MTL, WPG","C","83","1501.8166666667","26","33","21","12","59","55.66","171","15.20","25.04","297","236","208","116","10","22","12","5","5","0","0","7","33","43","23","67","44","698","574","54.87"
"328","Alex Tuch","BUF","R","75","1462.7833333333","22","37","20","17","59","63.44","192","11.46","23.49","356","287","195","91","21","20","54","20","17","2","1","16","31","82","64","45","82","42","63","40.00"
"380","Pavel Zacha","BOS","C","78","1412.2666666667","21","38","18","20","59","59.00","148","14.19","19.88","258","211","188","97","11","21","18","9","9","0","0","14","35","28","94","67","34","585","483","54.78"
"635","Rasmus Dahlin","BUF","D","81","2059.2166666667","20","39","24","15","59","53.15","235","8.51","14.63","474","326","140","21","11","38","66","29","28","0","1","27","44","42","174","157","154","0","0","-"
"675","Yegor Sharangovich","CGY","C","82","1419.8166666667","31","28","18","10","59","71.95","179","17.32","22.38","372","273","203","78","11","24","8","4","4","0","0","11","39","35","11","80","44","133","208","39.00"
"193","Morgan Rielly","TOR","D","72","1709.3666666667","7","51","29","22","58","46.03","174","4.02","9.11","361","243","112","32","15","33","27","8","6","1","1","6","61","27","78","134","137","0","0","-"
"409","Zach Werenski","CBJ","D","70","1711.6","11","46","19","27","57","50.89","203","5.42","11.41","443","286","138","29","6","41","22","11","11","0","0","3","26","35","20","44","130","0","0","-"
"524","Trevor Moore","L.A","L","82","1474.35","31","26","14","12","57","67.06","244","12.70","31.79","440","366","220","108","19","39","28","13","13","0","0","19","25","39","87","140","58","14","34","29.17"
"546","Casey Mittelstadt","BUF, COL","C","80","1418.3666666667","18","39","19","20","57","58.16","127","14.17","14.09","239","172","130","55","5","19","32","15","15","0","0","8","42","45","20","92","31","529","595","47.06"
"752","Matias Maccelli","ARI","L","82","1331.1833333333","17","40","26","14","57","71.25","150","11.33","17.79","289","206","150","64","11","25","8","4","4","0","0","13","56","22","23","76","20","6","10","37.50"
"783","Alexis Lafrenière","NYR","L","82","1415.9","28","29","20","9","57","65.52","217","12.90","25.06","400","318","255","117","13","28","40","16","15","0","1","25","27","45","55","122","21","17","49","25.76"
"58","Erik Karlsson","PIT","D","82","1979.0666666667","11","45","24","21","56","46.67","213","5.16","11.42","547","309","155","20","12","51","44","22","22","0","0","14","71","50","38","105","99","0","0","-"
"140","Bryan Rust","PIT","R","62","1205.0166666667","28","28","14","14","56","59.57","195","14.36","25.85","339","284","221","106","12","35","20","10","10","0","0","10","34","29","41","72","50","2","6","25.00"
"218","Shayne Gostisbehere","DET","D","81","1546.0833333333","10","46","18","28","56","60.87","139","7.19","8.79","307","202","92","13","3","25","16","8","8","0","0","23","33","21","28","35","75","0","0","-"
"288","Jonathan Drouin","COL","L","79","1436.6333333333","19","37","19","18","56","45.90","127","14.96","15.58","249","185","175","88","8","17","28","14","14","0","0","11","30","38","39","73","33","44","41","51.76"
"499","Tage Thompson","BUF","C","71","1286.3833333333","29","27","16","11","56","67.47","246","11.79","22.19","474","341","202","58","11","34","43","16","14","1","1","20","21","28","73","65","29","372","487","43.31"
"114","Tyler Toffoli","N.J, WPG","C, R","79","1339.85","33","22","14","8","55","51.89","229","14.41","30.23","433","332","240","98","16","40","14","7","7","0","0","11","31","32","63","62","11","27","44","38.03"
"126","Vladimir Tarasenko","FLA, OTT","R","76","1196","23","32","20","12","55","66.27","155","14.84","17.5","314","218","145","65","9","41","12","6","6","0","0","8","27","18","78","78","39","4","3","57.14"
"357","Michael Bunting","CAR, PIT","L","81","1270.5333333333","19","36","26","10","55","65.48","168","11.31","24.45","332","242","205","106","8","41","57","22","20","1","1","36","47","38","46","64","21","7","16","30.43"
"791","Quinton Byfield","L.A","C, R","80","1318.7","20","35","21","14","55","63.22","162","12.35","23.81","313","247","189","109","6","35","42","17","16","0","1","17","15","46","62","143","19","41","49","45.56"
"74","Kyle Palmieri","NYI","C","82","1412.0166666667","30","24","10","14","54","60.67","218","13.76","34.26","384","312","241","119","13","49","26","13","13","0","0","23","37","21","78","86","42","13","21","38.24"
"160","Blake Coleman","CGY","C","78","1336.3833333333","30","24","10","14","54","72.00","192","15.63","27.22","345","263","198","95","19","38","76","31","28","2","1","26","34","43","116","58","57","31","38","44.93"
"439","Troy Terry","ANA","R","76","1388.2333333333","20","34","22","12","54","72.00","172","11.63","17.39","354","267","175","56","13","24","24","11","11","0","0","27","44","45","16","85","30","6","12","33.33"
"566","Miro Heiskanen","DAL","D","71","1742.3666666667","9","45","22","23","54","45.38","162","5.56","10.62","401","239","117","13","7","47","36","13","12","0","1","20","36","33","53","143","97","0","0","-"
"619","Philipp Kurashev","CHI","C","75","1426.3833333333","18","36","26","10","54","73.97","127","14.17","15.73","280","197","142","61","13","30","23","10","9","1","0","12","28","43","21","69","48","127","147","46.35"
"146","Mark Stone","VGK","R","56","1086.8","16","37","20","17","53","73.61","117","13.68","17.45","212","162","137","69","4","20","22","11","11","0","0","12","29","62","29","31","40","0","4","0.00"
"208","Teuvo Teravainen","CAR","L","76","1246.5333333333","25","28","16","12","53","65.43","142","17.61","14.57","280","217","141","47","9","25","10","5","5","0","0","4","40","40","13","43","26","66","74","47.14"
"295","Valeri Nichushkin","COL","R","54","1152.9166666667","28","25","17","8","53","56.38","158","17.72","22.97","272","230","192","124","11","14","22","11","11","0","0","12","23","29","65","59","24","2","5","28.57"
